ShiftId,EmployeeId,SiteId,ShiftType,ShiftStartedAt,ShiftEndedAt,ShiftDurationHours,ExpectedProductiveHours,ActualProductiveHours
SHF-018350,EMP-0288,SIT-0006,Unplanned,2025-06-30 19:00:00,2025-07-01 03:00:00,8.0,7.28,5.76
SHF-005240,EMP-0138,SIT-0005,Attended,2025-08-10 20:00:00,2025-08-11 00:00:00,4.0,2.8,2.6
SHF-015068,EMP-0390,SIT-0002,Missed,2025-03-02 02:00:00,2025-03-02 09:00:00,7.0,6.23,6.44
SHF-008317,EMP-0151,SIT-0004,Missed,2025-06-20 08:00:00,2025-06-20 13:00:00,5.0,4.35,3.35
SHF-009965,EMP-0335,SIT-0006,Unplanned,2025-10-10 04:00:00,2025-10-10 08:00:00,4.0,3.24,3.2
SHF-019754,EMP-0108,SIT-0008,Attended,2025-04-11 01:00:00,2025-04-11 05:00:00,4.0,3.52,2.92
SHF-009463,EMP-0375,SIT-0004,Attended,2025-05-23 01:00:00,2025-05-23 08:00:00,7.0,4.2,6.72
SHF-012216,EMP-0315,SIT-0004,Attended,2025-10-04 10:00:00,2025-10-04 16:00:00,6.0,4.74,6.0
SHF-003938,EMP-0002,SIT-0005,Attended,2025-05-11 21:00:00,2025-05-12 05:00:00,8.0,6.96,5.04
SHF-007548,EMP-0138,SIT-0007,Attended,2025-03-21 18:00:00,2025-03-22 02:00:00,8.0,7.52,5.28
SHF-011727,EMP-0017,SIT-0009,Attended,2025-12-12 21:00:00,2025-12-13 03:00:00,6.0,4.800000000000001,5.16
SHF-016829,EMP-0231,SIT-0004,Unplanned,2025-08-19 11:00:00,2025-08-19 15:00:00,4.0,3.0,3.72
SHF-014411,EMP-0386,SIT-0007,Attended,2025-11-26 22:00:00,2025-11-27 03:00:00,5.0,3.95,4.65
SHF-015475,EMP-0487,SIT-0001,Attended,2025-03-02 13:00:00,2025-03-02 21:00:00,8.0,5.04,5.04
SHF-019131,EMP-0018,SIT-0009,Attended,2025-02-13 05:00:00,2025-02-13 10:00:00,5.0,4.75,4.0
SHF-000446,EMP-0134,SIT-0004,Attended,2025-10-01 10:00:00,2025-10-01 17:00:00,7.0,6.23,7.0
SHF-003567,EMP-0302,SIT-0004,Attended,2025-08-02 16:00:00,2025-08-03 00:00:00,8.0,6.48,7.2
SHF-015918,EMP-0433,SIT-0004,Attended,2025-05-20 01:00:00,2025-05-20 06:00:00,5.0,3.1,3.3000000000000003
SHF-014386,EMP-0081,SIT-0006,Missed,2025-03-16 21:00:00,2025-03-17 04:00:00,7.0,5.88,5.53
SHF-010791,EMP-0039,SIT-0010,Attended,2025-03-17 19:00:00,2025-03-18 00:00:00,5.0,3.4000000000000004,3.3000000000000003
SHF-001057,EMP-0431,SIT-0005,Attended,2025-12-02 16:00:00,2025-12-02 19:00:00,3.0,2.4000000000000004,2.73
SHF-001521,EMP-0455,SIT-0010,Missed,2025-10-25 13:00:00,2025-10-25 19:00:00,6.0,3.96,4.0200000000000005
SHF-005093,EMP-0458,SIT-0004,Missed,2025-08-06 11:00:00,2025-08-06 14:00:00,3.0,2.58,2.0100000000000002
SHF-016930,EMP-0409,SIT-0005,Missed,2025-07-19 06:00:00,2025-07-19 14:00:00,8.0,4.8,6.16
SHF-005535,EMP-0288,SIT-0001,Attended,2025-03-30 15:00:00,2025-03-30 18:00:00,3.0,2.67,2.4899999999999998
SHF-002172,EMP-0457,SIT-0002,Attended,2025-11-07 20:00:00,2025-11-08 04:00:00,8.0,7.04,5.12
SHF-007034,EMP-0126,SIT-0007,Attended,2025-03-24 07:00:00,2025-03-24 10:00:00,3.0,2.0100000000000002,2.19
SHF-017349,EMP-0456,SIT-0010,Attended,2025-05-25 21:00:00,2025-05-26 01:00:00,4.0,3.6,3.64
SHF-001847,EMP-0441,SIT-0008,Missed,2025-01-28 15:00:00,2025-01-28 21:00:00,6.0,4.800000000000001,3.96
SHF-015969,EMP-0204,SIT-0007,Attended,2025-08-15 10:00:00,2025-08-15 18:00:00,8.0,5.2,7.36
SHF-012025,EMP-0227,SIT-0006,Attended,2025-03-06 14:00:00,2025-03-06 18:00:00,4.0,2.68,3.52
SHF-002855,EMP-0082,SIT-0004,Attended,2025-08-28 19:00:00,2025-08-29 02:00:00,7.0,5.88,5.6000000000000005
SHF-011189,EMP-0305,SIT-0007,Attended,2025-02-03 20:00:00,2025-02-03 23:00:00,3.0,2.61,2.34
SHF-003286,EMP-0038,SIT-0004,Attended,2025-02-24 20:00:00,2025-02-25 02:00:00,6.0,3.66,3.9000000000000004
SHF-015705,EMP-0100,SIT-0005,Attended,2025-04-11 19:00:00,2025-04-12 01:00:00,6.0,5.58,5.58
SHF-006035,EMP-0046,SIT-0006,Attended,2025-09-15 14:00:00,2025-09-15 20:00:00,6.0,5.34,5.88
SHF-013622,EMP-0169,SIT-0004,Attended,2025-03-02 19:00:00,2025-03-03 03:00:00,8.0,6.32,7.6
SHF-008609,EMP-0379,SIT-0007,Attended,2025-10-18 01:00:00,2025-10-18 07:00:00,6.0,3.84,5.64
SHF-004091,EMP-0320,SIT-0004,Attended,2025-04-15 07:00:00,2025-04-15 12:00:00,5.0,3.35,4.55
SHF-010771,EMP-0176,SIT-0008,Attended,2025-08-09 15:00:00,2025-08-09 18:00:00,3.0,2.82,1.8599999999999999
SHF-017972,EMP-0267,SIT-0001,Attended,2025-04-01 16:00:00,2025-04-01 21:00:00,5.0,3.9000000000000004,3.5999999999999996
SHF-011213,EMP-0137,SIT-0006,Missed,2025-01-21 03:00:00,2025-01-21 07:00:00,4.0,3.64,3.04
SHF-008198,EMP-0431,SIT-0009,Attended,2025-08-09 06:00:00,2025-08-09 10:00:00,4.0,3.44,3.32
SHF-003159,EMP-0089,SIT-0008,Attended,2025-09-23 13:00:00,2025-09-23 16:00:00,3.0,2.43,2.94
SHF-016491,EMP-0108,SIT-0002,Attended,2025-02-18 22:00:00,2025-02-19 02:00:00,4.0,2.84,3.76
SHF-001294,EMP-0093,SIT-0001,Missed,2025-03-05 19:00:00,2025-03-06 01:00:00,6.0,5.34,4.26
SHF-018153,EMP-0170,SIT-0005,Missed,2025-06-19 12:00:00,2025-06-19 15:00:00,3.0,2.43,2.9699999999999998
SHF-010111,EMP-0329,SIT-0004,Attended,2025-07-06 15:00:00,2025-07-06 19:00:00,4.0,2.88,3.0
SHF-007858,EMP-0341,SIT-0007,Attended,2025-04-21 09:00:00,2025-04-21 15:00:00,6.0,5.28,4.26
SHF-003899,EMP-0204,SIT-0008,Attended,2025-12-24 09:00:00,2025-12-24 17:00:00,8.0,7.28,4.96
SHF-001160,EMP-0169,SIT-0008,Attended,2025-04-22 13:00:00,2025-04-22 19:00:00,6.0,4.08,4.0200000000000005
SHF-017244,EMP-0103,SIT-0009,Attended,2025-11-28 07:00:00,2025-11-28 12:00:00,5.0,3.1,4.699999999999999
SHF-005666,EMP-0358,SIT-0003,Attended,2025-03-20 10:00:00,2025-03-20 16:00:00,6.0,5.04,4.68
SHF-018568,EMP-0128,SIT-0001,Attended,2025-08-06 16:00:00,2025-08-06 20:00:00,4.0,3.32,3.28
SHF-012641,EMP-0464,SIT-0002,Attended,2025-10-03 08:00:00,2025-10-03 11:00:00,3.0,2.55,2.79
SHF-015358,EMP-0099,SIT-0004,Attended,2025-10-27 12:00:00,2025-10-27 15:00:00,3.0,1.8599999999999999,2.79
SHF-010878,EMP-0223,SIT-0006,Attended,2025-09-25 18:00:00,2025-09-25 22:00:00,4.0,3.32,4.0
SHF-002822,EMP-0214,SIT-0009,Attended,2025-02-21 01:00:00,2025-02-21 08:00:00,7.0,5.109999999999999,6.02
SHF-003452,EMP-0118,SIT-0010,Missed,2025-01-29 10:00:00,2025-01-29 14:00:00,4.0,3.04,2.56
SHF-015235,EMP-0220,SIT-0006,Attended,2025-10-25 06:00:00,2025-10-25 10:00:00,4.0,2.44,2.68
SHF-013880,EMP-0292,SIT-0006,Unplanned,2025-02-27 00:00:00,2025-02-27 06:00:00,6.0,5.1,6.0
SHF-016101,EMP-0378,SIT-0002,Missed,2025-05-08 20:00:00,2025-05-09 00:00:00,4.0,3.56,3.04
SHF-007666,EMP-0328,SIT-0004,Missed,2025-11-11 23:00:00,2025-11-12 02:00:00,3.0,2.2199999999999998,1.8900000000000001
SHF-010084,EMP-0497,SIT-0010,Attended,2025-12-26 10:00:00,2025-12-26 17:00:00,7.0,5.04,5.32
SHF-016443,EMP-0388,SIT-0007,Attended,2025-01-03 01:00:00,2025-01-03 05:00:00,4.0,2.4,3.08
SHF-008630,EMP-0494,SIT-0002,Missed,2025-09-09 14:00:00,2025-09-09 22:00:00,8.0,5.76,5.04
SHF-011092,EMP-0336,SIT-0009,Attended,2025-08-12 19:00:00,2025-08-13 03:00:00,8.0,5.76,5.04
SHF-009986,EMP-0064,SIT-0003,Attended,2025-03-08 13:00:00,2025-03-08 18:00:00,5.0,4.4,4.45
SHF-012346,EMP-0173,SIT-0002,Attended,2025-10-30 21:00:00,2025-10-31 01:00:00,4.0,3.72,3.84
SHF-006588,EMP-0289,SIT-0001,Attended,2025-02-17 01:00:00,2025-02-17 04:00:00,3.0,2.82,2.13
SHF-002284,EMP-0321,SIT-0009,Unplanned,2025-07-24 01:00:00,2025-07-24 07:00:00,6.0,4.74,4.5600000000000005
SHF-009758,EMP-0229,SIT-0001,Attended,2025-06-20 05:00:00,2025-06-20 09:00:00,4.0,2.64,2.84
SHF-006016,EMP-0408,SIT-0002,Attended,2025-08-11 16:00:00,2025-08-11 19:00:00,3.0,2.04,2.16
SHF-008325,EMP-0058,SIT-0001,Attended,2025-03-24 00:00:00,2025-03-24 06:00:00,6.0,4.62,3.7800000000000002
SHF-011016,EMP-0021,SIT-0008,Unplanned,2025-04-14 10:00:00,2025-04-14 17:00:00,7.0,6.02,6.510000000000001
SHF-018578,EMP-0470,SIT-0001,Attended,2025-03-20 02:00:00,2025-03-20 10:00:00,8.0,7.2,6.32
SHF-012367,EMP-0325,SIT-0004,Unplanned,2025-02-08 18:00:00,2025-02-08 23:00:00,5.0,3.2,3.4000000000000004
SHF-001222,EMP-0491,SIT-0010,Attended,2025-03-07 08:00:00,2025-03-07 13:00:00,5.0,4.5,3.4000000000000004
SHF-003409,EMP-0180,SIT-0010,Attended,2025-10-06 15:00:00,2025-10-06 20:00:00,5.0,3.5,4.0
SHF-008174,EMP-0079,SIT-0002,Attended,2025-05-23 01:00:00,2025-05-23 06:00:00,5.0,4.6000000000000005,4.45
SHF-005939,EMP-0109,SIT-0001,Attended,2025-12-24 08:00:00,2025-12-24 15:00:00,7.0,4.27,5.25
SHF-007732,EMP-0381,SIT-0002,Attended,2025-11-03 07:00:00,2025-11-03 14:00:00,7.0,4.97,4.2
SHF-016553,EMP-0061,SIT-0003,Unplanned,2025-07-05 05:00:00,2025-07-05 12:00:00,7.0,4.34,6.44
SHF-011856,EMP-0347,SIT-0005,Attended,2025-12-09 06:00:00,2025-12-09 11:00:00,5.0,4.1,3.2
SHF-004175,EMP-0379,SIT-0005,Unplanned,2025-09-24 22:00:00,2025-09-25 05:00:00,7.0,5.04,5.53
SHF-019933,EMP-0252,SIT-0006,Attended,2025-04-10 01:00:00,2025-04-10 04:00:00,3.0,2.64,2.2800000000000002
SHF-000059,EMP-0297,SIT-0009,Attended,2025-06-17 13:00:00,2025-06-17 18:00:00,5.0,3.5,3.75
SHF-010638,EMP-0459,SIT-0009,Attended,2025-09-28 18:00:00,2025-09-28 23:00:00,5.0,4.050000000000001,5.0
SHF-014030,EMP-0180,SIT-0010,Unplanned,2025-10-22 19:00:00,2025-10-22 23:00:00,4.0,2.4,3.24
SHF-018425,EMP-0107,SIT-0010,Unplanned,2025-02-16 09:00:00,2025-02-16 17:00:00,8.0,7.12,5.84
SHF-000664,EMP-0305,SIT-0001,Attended,2025-06-29 08:00:00,2025-06-29 13:00:00,5.0,3.5,4.45
SHF-011481,EMP-0419,SIT-0010,Missed,2025-05-28 00:00:00,2025-05-28 08:00:00,8.0,6.72,6.0
SHF-016376,EMP-0273,SIT-0006,Attended,2025-01-02 12:00:00,2025-01-02 19:00:00,7.0,6.510000000000001,5.739999999999999
SHF-015800,EMP-0442,SIT-0006,Attended,2025-04-20 21:00:00,2025-04-21 04:00:00,7.0,6.44,4.760000000000001
SHF-017292,EMP-0291,SIT-0001,Attended,2025-12-28 05:00:00,2025-12-28 13:00:00,8.0,6.72,7.68
SHF-005644,EMP-0468,SIT-0002,Attended,2025-11-06 04:00:00,2025-11-06 12:00:00,8.0,5.2,6.96
SHF-009173,EMP-0327,SIT-0009,Missed,2025-04-20 06:00:00,2025-04-20 14:00:00,8.0,7.6,7.44
SHF-007914,EMP-0419,SIT-0004,Attended,2025-02-17 17:00:00,2025-02-17 23:00:00,6.0,3.66,6.0
SHF-007151,EMP-0358,SIT-0010,Attended,2025-05-10 21:00:00,2025-05-11 00:00:00,3.0,2.73,2.7600000000000002
SHF-009365,EMP-0283,SIT-0009,Unplanned,2025-02-05 23:00:00,2025-02-06 05:00:00,6.0,4.800000000000001,5.64
SHF-010431,EMP-0075,SIT-0010,Attended,2025-08-24 13:00:00,2025-08-24 21:00:00,8.0,5.2,6.64
SHF-007973,EMP-0255,SIT-0005,Attended,2025-05-16 17:00:00,2025-05-16 23:00:00,6.0,3.7800000000000002,5.699999999999999
SHF-002024,EMP-0364,SIT-0010,Attended,2025-04-06 13:00:00,2025-04-06 19:00:00,6.0,4.4399999999999995,5.1
SHF-003303,EMP-0403,SIT-0001,Attended,2025-08-02 04:00:00,2025-08-02 11:00:00,7.0,5.390000000000001,5.25
SHF-010834,EMP-0326,SIT-0003,Attended,2025-08-04 11:00:00,2025-08-04 17:00:00,6.0,4.26,5.28
SHF-000809,EMP-0496,SIT-0006,Unplanned,2025-06-27 16:00:00,2025-06-27 19:00:00,3.0,1.8599999999999999,2.25
SHF-019855,EMP-0026,SIT-0001,Attended,2025-11-26 07:00:00,2025-11-26 12:00:00,5.0,3.9000000000000004,3.8
SHF-006378,EMP-0373,SIT-0004,Attended,2025-05-10 16:00:00,2025-05-10 19:00:00,3.0,2.58,1.7999999999999998
SHF-011990,EMP-0392,SIT-0005,Attended,2025-07-09 02:00:00,2025-07-09 09:00:00,7.0,5.53,5.390000000000001
SHF-016804,EMP-0134,SIT-0009,Attended,2025-07-31 19:00:00,2025-08-01 03:00:00,8.0,5.76,5.84
SHF-008641,EMP-0377,SIT-0006,Attended,2025-05-16 16:00:00,2025-05-16 22:00:00,6.0,5.16,4.38
SHF-009778,EMP-0081,SIT-0001,Attended,2025-05-13 06:00:00,2025-05-13 09:00:00,3.0,2.7600000000000002,2.25
SHF-012049,EMP-0194,SIT-0008,Attended,2025-05-20 13:00:00,2025-05-20 17:00:00,4.0,3.04,3.52
SHF-002299,EMP-0386,SIT-0010,Attended,2025-07-30 19:00:00,2025-07-31 01:00:00,6.0,4.08,4.92
SHF-005388,EMP-0111,SIT-0002,Attended,2025-09-07 03:00:00,2025-09-07 08:00:00,5.0,4.25,4.4
SHF-002457,EMP-0200,SIT-0007,Attended,2025-01-03 18:00:00,2025-01-03 23:00:00,5.0,3.1,3.4000000000000004
SHF-001988,EMP-0169,SIT-0001,Missed,2025-05-02 14:00:00,2025-05-02 20:00:00,6.0,5.16,5.82
SHF-005847,EMP-0197,SIT-0005,Attended,2025-07-19 04:00:00,2025-07-19 10:00:00,6.0,5.4,4.32
SHF-013822,EMP-0455,SIT-0002,Attended,2025-03-05 21:00:00,2025-03-06 03:00:00,6.0,5.22,5.46
SHF-012383,EMP-0060,SIT-0010,Attended,2025-12-11 13:00:00,2025-12-11 21:00:00,8.0,5.12,7.76
SHF-005752,EMP-0429,SIT-0008,Attended,2025-01-19 13:00:00,2025-01-19 21:00:00,8.0,7.44,5.6
SHF-006543,EMP-0123,SIT-0007,Attended,2025-02-25 00:00:00,2025-02-25 06:00:00,6.0,3.7199999999999998,5.9399999999999995
SHF-001705,EMP-0405,SIT-0008,Attended,2025-01-23 12:00:00,2025-01-23 17:00:00,5.0,3.7,4.699999999999999
SHF-017826,EMP-0118,SIT-0001,Unplanned,2025-10-01 10:00:00,2025-10-01 18:00:00,8.0,6.32,6.96
SHF-009578,EMP-0282,SIT-0006,Attended,2025-05-08 13:00:00,2025-05-08 17:00:00,4.0,2.88,2.72
SHF-002319,EMP-0122,SIT-0010,Attended,2025-07-04 04:00:00,2025-07-04 07:00:00,3.0,1.92,2.8499999999999996
SHF-006385,EMP-0451,SIT-0009,Attended,2025-03-01 07:00:00,2025-03-01 11:00:00,4.0,3.48,3.68
SHF-017617,EMP-0210,SIT-0007,Attended,2025-07-18 21:00:00,2025-07-19 00:00:00,3.0,2.82,2.61
SHF-004636,EMP-0356,SIT-0006,Attended,2025-11-28 07:00:00,2025-11-28 15:00:00,8.0,6.4,5.92
SHF-004150,EMP-0190,SIT-0009,Unplanned,2025-06-24 16:00:00,2025-06-25 00:00:00,8.0,6.48,7.6
SHF-017691,EMP-0440,SIT-0004,Attended,2025-08-22 23:00:00,2025-08-23 04:00:00,5.0,3.95,5.0
SHF-002659,EMP-0156,SIT-0003,Missed,2025-07-01 04:00:00,2025-07-01 10:00:00,6.0,3.9000000000000004,3.84
SHF-016054,EMP-0092,SIT-0009,Attended,2025-07-14 08:00:00,2025-07-14 14:00:00,6.0,4.800000000000001,4.92
SHF-000928,EMP-0122,SIT-0009,Attended,2025-11-24 16:00:00,2025-11-24 20:00:00,4.0,3.64,3.52
SHF-001818,EMP-0139,SIT-0010,Attended,2025-05-21 09:00:00,2025-05-21 17:00:00,8.0,7.52,6.0
SHF-003177,EMP-0375,SIT-0001,Attended,2025-03-30 10:00:00,2025-03-30 14:00:00,4.0,3.2,3.8
SHF-017277,EMP-0136,SIT-0009,Attended,2025-04-03 12:00:00,2025-04-03 18:00:00,6.0,3.7800000000000002,4.92
SHF-001519,EMP-0111,SIT-0006,Attended,2025-11-20 01:00:00,2025-11-20 06:00:00,5.0,3.05,4.85
SHF-005151,EMP-0349,SIT-0006,Missed,2025-04-03 12:00:00,2025-04-03 17:00:00,5.0,3.4000000000000004,3.1
SHF-003628,EMP-0187,SIT-0006,Attended,2025-02-28 10:00:00,2025-02-28 14:00:00,4.0,3.64,2.6
SHF-019516,EMP-0079,SIT-0009,Attended,2025-04-11 22:00:00,2025-04-12 01:00:00,3.0,2.04,2.2199999999999998
SHF-007258,EMP-0314,SIT-0010,Attended,2025-03-02 04:00:00,2025-03-02 11:00:00,7.0,6.6499999999999995,4.27
SHF-002758,EMP-0030,SIT-0009,Missed,2025-08-10 20:00:00,2025-08-11 04:00:00,8.0,5.36,7.84
SHF-007014,EMP-0431,SIT-0008,Attended,2025-12-23 11:00:00,2025-12-23 16:00:00,5.0,3.4499999999999997,4.75
SHF-015119,EMP-0433,SIT-0005,Attended,2025-06-12 10:00:00,2025-06-12 17:00:00,7.0,4.27,6.09
SHF-003335,EMP-0188,SIT-0006,Attended,2025-03-05 13:00:00,2025-03-05 19:00:00,6.0,5.4,3.5999999999999996
SHF-009070,EMP-0250,SIT-0004,Missed,2025-08-10 14:00:00,2025-08-10 17:00:00,3.0,2.07,2.79
SHF-018675,EMP-0339,SIT-0006,Attended,2025-09-24 20:00:00,2025-09-24 23:00:00,3.0,1.7999999999999998,1.83
SHF-008978,EMP-0060,SIT-0008,Attended,2025-05-10 04:00:00,2025-05-10 07:00:00,3.0,2.7,2.2199999999999998
SHF-018219,EMP-0296,SIT-0008,Attended,2025-09-12 21:00:00,2025-09-13 03:00:00,6.0,5.58,6.0
SHF-003066,EMP-0178,SIT-0002,Attended,2025-12-23 08:00:00,2025-12-23 12:00:00,4.0,2.84,2.72
SHF-007941,EMP-0459,SIT-0001,Attended,2025-11-21 14:00:00,2025-11-21 17:00:00,3.0,1.83,1.7999999999999998
SHF-014274,EMP-0143,SIT-0003,Attended,2025-03-04 18:00:00,2025-03-04 22:00:00,4.0,2.56,3.04
SHF-016081,EMP-0055,SIT-0007,Attended,2025-02-18 11:00:00,2025-02-18 16:00:00,5.0,4.4,4.55
SHF-017310,EMP-0045,SIT-0003,Attended,2025-01-31 03:00:00,2025-01-31 07:00:00,4.0,2.6,2.72
SHF-009144,EMP-0196,SIT-0009,Attended,2025-12-05 08:00:00,2025-12-05 14:00:00,6.0,5.1,5.699999999999999
SHF-005895,EMP-0220,SIT-0007,Attended,2025-07-28 14:00:00,2025-07-28 21:00:00,7.0,6.44,6.72
SHF-012774,EMP-0283,SIT-0003,Missed,2025-11-16 02:00:00,2025-11-16 10:00:00,8.0,6.8,7.52
SHF-008231,EMP-0102,SIT-0009,Attended,2025-04-07 01:00:00,2025-04-07 05:00:00,4.0,3.48,2.48
SHF-018220,EMP-0280,SIT-0005,Attended,2025-02-17 05:00:00,2025-02-17 09:00:00,4.0,2.84,2.44
SHF-003444,EMP-0001,SIT-0008,Unplanned,2025-01-05 01:00:00,2025-01-05 09:00:00,8.0,7.2,6.0
SHF-002694,EMP-0204,SIT-0008,Unplanned,2025-07-08 07:00:00,2025-07-08 14:00:00,7.0,4.48,6.72
SHF-011582,EMP-0388,SIT-0008,Attended,2025-04-21 12:00:00,2025-04-21 19:00:00,7.0,6.44,6.58
SHF-010951,EMP-0287,SIT-0005,Attended,2025-05-17 17:00:00,2025-05-17 22:00:00,5.0,4.25,4.3
SHF-015287,EMP-0342,SIT-0006,Attended,2025-03-11 06:00:00,2025-03-11 13:00:00,7.0,5.390000000000001,4.8999999999999995
SHF-015941,EMP-0203,SIT-0009,Attended,2025-07-28 21:00:00,2025-07-29 02:00:00,5.0,3.3000000000000003,4.6000000000000005
SHF-006506,EMP-0243,SIT-0008,Attended,2025-01-20 02:00:00,2025-01-20 10:00:00,8.0,5.28,5.12
SHF-016521,EMP-0087,SIT-0007,Attended,2025-08-10 14:00:00,2025-08-10 20:00:00,6.0,5.58,3.7800000000000002
SHF-011352,EMP-0039,SIT-0006,Attended,2025-06-18 20:00:00,2025-06-19 04:00:00,8.0,5.28,5.36
SHF-018966,EMP-0305,SIT-0007,Attended,2025-05-06 09:00:00,2025-05-06 17:00:00,8.0,6.24,8.0
SHF-000588,EMP-0463,SIT-0004,Attended,2025-04-12 16:00:00,2025-04-12 19:00:00,3.0,2.13,3.0
SHF-009685,EMP-0331,SIT-0009,Attended,2025-04-25 06:00:00,2025-04-25 11:00:00,5.0,4.75,4.0
SHF-005208,EMP-0459,SIT-0001,Missed,2025-08-20 01:00:00,2025-08-20 09:00:00,8.0,5.36,5.84
SHF-002354,EMP-0222,SIT-0001,Attended,2025-12-25 07:00:00,2025-12-25 11:00:00,4.0,2.56,2.48
SHF-016119,EMP-0103,SIT-0006,Attended,2025-01-31 09:00:00,2025-01-31 16:00:00,7.0,6.3,5.390000000000001
SHF-018871,EMP-0229,SIT-0003,Attended,2025-03-15 09:00:00,2025-03-15 14:00:00,5.0,4.75,4.1
SHF-019127,EMP-0421,SIT-0009,Attended,2025-10-08 21:00:00,2025-10-09 00:00:00,3.0,2.79,2.0100000000000002
SHF-014912,EMP-0347,SIT-0005,Attended,2025-03-13 10:00:00,2025-03-13 15:00:00,5.0,3.25,3.4000000000000004
SHF-015121,EMP-0447,SIT-0008,Attended,2025-08-24 01:00:00,2025-08-24 07:00:00,6.0,3.9000000000000004,5.1
SHF-002766,EMP-0442,SIT-0001,Attended,2025-01-27 13:00:00,2025-01-27 17:00:00,4.0,3.16,2.44
SHF-007563,EMP-0301,SIT-0003,Attended,2025-10-09 01:00:00,2025-10-09 09:00:00,8.0,5.68,5.28
SHF-001637,EMP-0390,SIT-0002,Attended,2025-11-05 23:00:00,2025-11-06 03:00:00,4.0,3.6,2.4
SHF-009730,EMP-0084,SIT-0001,Attended,2025-10-06 16:00:00,2025-10-06 20:00:00,4.0,3.2,3.12
SHF-011452,EMP-0202,SIT-0006,Attended,2025-10-26 02:00:00,2025-10-26 08:00:00,6.0,3.66,4.5
SHF-013274,EMP-0457,SIT-0002,Attended,2025-09-10 20:00:00,2025-09-11 00:00:00,4.0,3.44,2.8
SHF-010209,EMP-0488,SIT-0008,Missed,2025-03-25 08:00:00,2025-03-25 15:00:00,7.0,5.46,5.25
SHF-003672,EMP-0016,SIT-0001,Attended,2025-03-11 23:00:00,2025-03-12 05:00:00,6.0,5.46,5.16
SHF-008815,EMP-0192,SIT-0002,Attended,2025-06-22 12:00:00,2025-06-22 20:00:00,8.0,6.96,6.64
SHF-010475,EMP-0409,SIT-0003,Attended,2025-10-21 13:00:00,2025-10-21 21:00:00,8.0,4.8,5.6
SHF-018577,EMP-0361,SIT-0001,Unplanned,2025-04-10 19:00:00,2025-04-11 03:00:00,8.0,7.52,5.28
SHF-018249,EMP-0082,SIT-0004,Attended,2025-09-21 00:00:00,2025-09-21 08:00:00,8.0,6.16,6.0
SHF-015033,EMP-0250,SIT-0006,Attended,2025-01-21 20:00:00,2025-01-22 02:00:00,6.0,4.62,5.64
SHF-013548,EMP-0441,SIT-0007,Attended,2025-11-29 21:00:00,2025-11-30 04:00:00,7.0,5.109999999999999,4.760000000000001
SHF-009505,EMP-0185,SIT-0001,Attended,2025-02-10 11:00:00,2025-02-10 18:00:00,7.0,4.34,4.69
SHF-008535,EMP-0253,SIT-0002,Missed,2025-08-17 15:00:00,2025-08-17 21:00:00,6.0,4.0200000000000005,5.64
SHF-009949,EMP-0318,SIT-0002,Missed,2025-06-13 13:00:00,2025-06-13 16:00:00,3.0,1.8900000000000001,2.73
SHF-012649,EMP-0109,SIT-0010,Attended,2025-07-23 14:00:00,2025-07-23 19:00:00,5.0,4.1,4.1
SHF-015470,EMP-0458,SIT-0009,Attended,2025-09-03 18:00:00,2025-09-04 02:00:00,8.0,7.6,5.6
SHF-001778,EMP-0456,SIT-0008,Attended,2025-04-26 07:00:00,2025-04-26 12:00:00,5.0,4.3,4.35
SHF-006519,EMP-0055,SIT-0009,Attended,2025-09-03 03:00:00,2025-09-03 09:00:00,6.0,4.92,5.46
SHF-016961,EMP-0202,SIT-0010,Attended,2025-12-17 04:00:00,2025-12-17 11:00:00,7.0,4.41,5.18
SHF-014919,EMP-0491,SIT-0001,Attended,2025-04-29 19:00:00,2025-04-30 02:00:00,7.0,5.04,5.109999999999999
SHF-011663,EMP-0131,SIT-0007,Attended,2025-10-21 22:00:00,2025-10-22 04:00:00,6.0,5.58,3.96
SHF-019133,EMP-0427,SIT-0010,Attended,2025-08-07 01:00:00,2025-08-07 08:00:00,7.0,5.88,5.88
SHF-016176,EMP-0299,SIT-0004,Attended,2025-02-22 21:00:00,2025-02-23 05:00:00,8.0,7.44,8.0
SHF-010788,EMP-0291,SIT-0010,Attended,2025-11-26 10:00:00,2025-11-26 14:00:00,4.0,3.12,3.2
SHF-010484,EMP-0365,SIT-0010,Attended,2025-01-11 11:00:00,2025-01-11 17:00:00,6.0,4.800000000000001,5.22
SHF-005227,EMP-0097,SIT-0002,Attended,2025-01-05 19:00:00,2025-01-05 23:00:00,4.0,3.44,3.92
SHF-012594,EMP-0153,SIT-0008,Attended,2025-04-29 17:00:00,2025-04-30 01:00:00,8.0,6.56,6.32
SHF-007470,EMP-0120,SIT-0001,Attended,2025-09-23 01:00:00,2025-09-23 05:00:00,4.0,2.68,2.88
SHF-001742,EMP-0441,SIT-0003,Attended,2025-09-06 01:00:00,2025-09-06 04:00:00,3.0,1.7999999999999998,1.7999999999999998
SHF-002063,EMP-0449,SIT-0007,Attended,2025-12-19 03:00:00,2025-12-19 08:00:00,5.0,3.35,4.85
SHF-008151,EMP-0246,SIT-0004,Attended,2025-04-21 02:00:00,2025-04-21 06:00:00,4.0,2.52,3.12
SHF-018762,EMP-0338,SIT-0007,Attended,2025-05-24 11:00:00,2025-05-24 18:00:00,7.0,5.6000000000000005,5.390000000000001
