InvoiceId,InvoiceDate,DueDate,PaymentTerms,PaymentDate,PaymentStatus,ClientId,OreType,OreGrade,QuantityTonnes,UnitPrice,InvoiceAmount,CurrencyCode
INV-011885,2025-06-18,2025-08-02,45D,,Unpaid,CLI-0002,Gold,Low,620,66,40920,EUR
INV-003874,2025-02-12,2025-03-29,45D,2025-02-12,Paid,CLI-0002,Coal,Low,221,50,11050,USD
INV-001300,2025-05-08,2025-06-22,45D,,Unpaid,CLI-0002,Coal,Medium,215,61,13115,AUD
INV-015032,2025-10-01,2025-10-31,30D,,Unpaid,CLI-0002,Coal,Medium,139,64,8896,EUR
INV-009487,2025-01-06,2025-02-20,45D,,Overdue,CLI-0002,Coal,Medium,131,88,11528,CAD
INV-012001,2025-04-28,2025-05-28,30D,2025-06-03,Paid,CLI-0002,Coal,Low,593,86,50998,AUD
INV-003686,2025-08-19,2025-10-03,45D,2025-09-11,Paid,CLI-0001,Iron,High,567,72,40824,GBP
INV-003867,2025-03-01,2025-03-31,30D,,Unpaid,CLI-0003,Coal,High,536,99,53064,USD
INV-015143,2025-09-08,2025-10-23,45D,2025-09-23,Paid,CLI-0002,Coal,Medium,599,71,42529,AUD
INV-012361,2025-09-13,2025-10-13,30D,2025-10-30,Paid,CLI-0002,Coal,High,670,63,42210,EUR
INV-012821,2025-08-26,2025-10-10,45D,,Overdue,CLI-0009,Iron,High,975,64,62400,USD
INV-016991,2025-01-13,2025-02-27,45D,,Unpaid,CLI-0003,Copper,Medium,595,54,32130,USD
INV-014845,2025-07-24,2025-08-23,30D,,Overdue,CLI-0004,Iron,Low,648,73,47304,CAD
INV-003332,2025-05-06,2025-06-20,45D,2025-06-01,Paid,CLI-0016,Iron,Low,651,65,42315,EUR
INV-010943,2025-04-06,2025-05-21,45D,,Unpaid,CLI-0004,Gold,High,186,75,13950,AUD
INV-010702,2025-05-16,2025-06-15,30D,,Overdue,CLI-0002,Coal,Low,397,60,23820,USD
INV-004275,2025-03-11,2025-04-10,30D,2025-04-22,Paid,CLI-0001,Coal,High,944,75,70800,USD
INV-013402,2025-09-17,2025-11-01,45D,,Overdue,CLI-0002,Coal,Medium,876,58,50808,USD
INV-004402,2025-04-19,2025-06-03,45D,,Overdue,CLI-0003,Silver,Medium,391,67,26197,EUR
INV-012555,2025-09-14,2025-10-29,45D,,Overdue,CLI-0001,Coal,Medium,56,98,5488,CAD
INV-019599,2025-10-29,2025-12-13,45D,,Overdue,CLI-0001,Gold,Low,643,74,47582,CAD
INV-015145,2025-04-08,2025-05-08,30D,,Overdue,CLI-0004,Iron,Medium,431,71,30601,EUR
INV-004144,2025-07-26,2025-08-25,30D,2025-08-13,Paid,CLI-0003,Coal,High,657,67,44019,GBP
INV-002706,2025-08-07,2025-09-21,45D,,Overdue,CLI-0002,Copper,High,776,81,62856,USD
INV-018484,2025-02-26,2025-03-28,30D,2025-02-26,Paid,CLI-0002,Coal,High,914,81,74034,CAD
INV-018988,2025-07-29,2025-08-28,30D,,Unpaid,CLI-0003,Coal,Low,29,90,2610,AUD
INV-012425,2025-03-04,2025-04-03,30D,,Unpaid,CLI-0003,Iron,Low,747,72,53784,USD
INV-007716,2025-07-26,2025-08-25,30D,,Unpaid,CLI-0001,Coal,Medium,42,93,3906,USD
INV-017467,2025-08-23,2025-09-22,30D,,Overdue,CLI-0004,Silver,High,968,77,74536,CAD
INV-019708,2025-07-02,2025-08-16,45D,,Overdue,CLI-0004,Coal,Medium,881,60,52860,AUD
INV-017594,2025-09-15,2025-10-15,30D,2025-10-01,Paid,CLI-0019,Coal,High,947,54,51138,CAD
INV-011165,2025-03-31,2025-05-15,45D,2025-05-04,Paid,CLI-0002,Iron,Medium,272,71,19312,CAD
INV-007876,2025-05-08,2025-06-22,45D,,Overdue,CLI-0002,Copper,Low,833,85,70805,AUD
INV-015719,2025-03-31,2025-04-30,30D,,Overdue,CLI-0001,Coal,Medium,44,72,3168,USD
INV-005150,2025-03-07,2025-04-06,30D,2025-04-12,Paid,CLI-0002,Iron,Medium,927,51,47277,AUD
INV-009561,2025-10-14,2025-11-28,45D,,Unpaid,CLI-0002,Coal,High,867,84,72828,USD
INV-006790,2025-03-19,2025-05-03,45D,2025-03-30,Paid,CLI-0003,Coal,Low,594,98,58212,EUR
INV-000354,2025-05-09,2025-06-08,30D,,Overdue,CLI-0011,Coal,High,668,94,62792,AUD
INV-010696,2025-03-05,2025-04-04,30D,2025-03-21,Paid,CLI-0001,Coal,Medium,553,81,44793,GBP
INV-010054,2025-01-22,2025-03-08,45D,2025-03-11,Paid,CLI-0001,Iron,Low,273,69,18837,GBP
INV-007635,2025-10-05,2025-11-04,30D,2025-10-10,Paid,CLI-0001,Coal,Low,653,94,61382,USD
INV-017868,2025-01-27,2025-02-26,30D,,Overdue,CLI-0010,Copper,Medium,477,82,39114,AUD
INV-017265,2025-09-04,2025-10-04,30D,,Unpaid,CLI-0003,Coal,Low,283,89,25187,CAD
INV-008881,2025-10-19,2025-11-18,30D,2025-10-29,Paid,CLI-0003,Coal,Medium,133,59,7847,EUR
INV-017784,2025-03-03,2025-04-02,30D,,Overdue,CLI-0002,Coal,Low,631,89,56159,EUR
INV-011240,2025-02-26,2025-04-12,45D,,Unpaid,CLI-0003,Silver,High,67,77,5159,GBP
INV-000746,2025-04-22,2025-05-22,30D,,Overdue,CLI-0002,Coal,Medium,102,90,9180,USD
INV-009907,2025-08-13,2025-09-27,45D,,Unpaid,CLI-0002,Coal,High,950,83,78850,GBP
INV-004514,2025-07-04,2025-08-18,45D,2025-07-30,Paid,CLI-0002,Copper,Low,385,87,33495,EUR
INV-012719,2025-02-21,2025-04-07,45D,,Overdue,CLI-0002,Coal,Low,531,73,38763,CAD
INV-000912,2025-10-13,2025-11-12,30D,2025-11-24,Paid,CLI-0001,Copper,High,404,93,37572,CAD
INV-019746,2025-07-28,2025-08-27,30D,,Overdue,CLI-0004,Coal,Medium,524,61,31964,AUD
INV-003115,2025-03-21,2025-05-05,45D,,Overdue,CLI-0003,Copper,Low,313,51,15963,AUD
INV-001515,2025-10-06,2025-11-05,30D,2025-11-19,Paid,CLI-0001,Coal,Low,377,85,32045,GBP
INV-011264,2025-08-08,2025-09-22,45D,2025-09-14,Paid,CLI-0003,Iron,Low,89,79,7031,USD
INV-015629,2025-06-24,2025-07-24,30D,,Overdue,CLI-0002,Silver,Low,849,86,73014,AUD
INV-007342,2025-04-18,2025-06-02,45D,2025-05-07,Paid,CLI-0002,Coal,Medium,218,99,21582,GBP
INV-002662,2025-05-28,2025-06-27,30D,2025-07-09,Paid,CLI-0003,Iron,High,942,72,67824,EUR
INV-008520,2025-09-01,2025-10-01,30D,,Overdue,CLI-0003,Iron,Low,599,72,43128,EUR
INV-003437,2025-07-19,2025-09-02,45D,,Unpaid,CLI-0003,Coal,High,333,86,28638,GBP
INV-018102,2025-02-27,2025-03-29,30D,2025-03-02,Paid,CLI-0003,Coal,Low,983,79,77657,GBP
INV-017083,2025-08-26,2025-10-10,45D,2025-09-30,Paid,CLI-0002,Coal,Low,806,92,74152,AUD
INV-001856,2025-08-20,2025-09-19,30D,2025-09-07,Paid,CLI-0002,Coal,High,659,88,57992,GBP
INV-012795,2025-02-22,2025-03-24,30D,,Overdue,CLI-0004,Coal,High,298,50,14900,CAD
INV-008654,2025-03-13,2025-04-27,45D,,Overdue,CLI-0003,Iron,Low,277,53,14681,USD
INV-014755,2025-05-05,2025-06-19,45D,,Unpaid,CLI-0002,Coal,Medium,188,71,13348,AUD
INV-008482,2025-09-07,2025-10-22,45D,,Unpaid,CLI-0004,Silver,Medium,353,96,33888,AUD
INV-019690,2025-10-12,2025-11-11,30D,,Unpaid,CLI-0001,Coal,Low,52,68,3536,GBP
INV-012209,2025-07-15,2025-08-14,30D,,Overdue,CLI-0014,Coal,Low,818,56,45808,GBP
INV-001541,2025-07-27,2025-08-26,30D,,Unpaid,CLI-0001,Nickel,Medium,925,99,91575,USD
INV-002605,2025-06-27,2025-07-27,30D,2025-07-06,Paid,CLI-0003,Coal,Medium,99,86,8514,CAD
INV-000028,2025-02-07,2025-03-24,45D,2025-02-11,Paid,CLI-0013,Iron,Medium,781,78,60918,AUD
INV-004016,2025-02-28,2025-04-14,45D,,Overdue,CLI-0003,Manganese,High,601,64,38464,CAD
INV-015088,2025-01-04,2025-02-18,45D,,Unpaid,CLI-0002,Coal,Medium,913,94,85822,GBP
INV-016353,2025-08-17,2025-09-16,30D,,Overdue,CLI-0003,Silver,Low,565,65,36725,USD
INV-019442,2025-01-31,2025-03-17,45D,,Unpaid,CLI-0003,Iron,High,811,99,80289,GBP
INV-017610,2025-04-17,2025-05-17,30D,,Unpaid,CLI-0001,Iron,Low,891,79,70389,USD
INV-003207,2025-03-01,2025-03-31,30D,,Unpaid,CLI-0001,Gold,High,113,82,9266,AUD
INV-004178,2025-04-06,2025-05-06,30D,,Overdue,CLI-0002,Coal,Low,783,90,70470,GBP
INV-003994,2025-09-19,2025-11-03,45D,2025-11-01,Paid,CLI-0001,Coal,High,151,96,14496,EUR
INV-011428,2025-03-13,2025-04-12,30D,,Unpaid,CLI-0002,Nickel,High,605,83,50215,CAD
INV-008895,2025-08-08,2025-09-22,45D,,Overdue,CLI-0008,Coal,High,874,57,49818,GBP
INV-003698,2025-05-07,2025-06-21,45D,,Overdue,CLI-0001,Gold,Low,877,54,47358,AUD
INV-009574,2025-02-26,2025-04-12,45D,,Unpaid,CLI-0002,Silver,High,64,61,3904,AUD
INV-002177,2025-10-11,2025-11-25,45D,,Unpaid,CLI-0002,Copper,Medium,166,76,12616,USD
INV-008067,2025-03-25,2025-04-24,30D,2025-04-17,Paid,CLI-0003,Coal,High,478,79,37762,CAD
INV-016613,2025-02-06,2025-03-08,30D,,Overdue,CLI-0004,Coal,Low,383,68,26044,CAD
INV-004691,2025-04-27,2025-05-27,30D,2025-05-12,Paid,CLI-0001,Coal,Medium,392,92,36064,USD
INV-009459,2025-05-04,2025-06-03,30D,,Overdue,CLI-0001,Gold,Low,286,95,27170,AUD
INV-015709,2025-10-28,2025-11-27,30D,,Unpaid,CLI-0001,Coal,Low,893,62,55366,AUD
INV-019349,2025-06-19,2025-08-03,45D,,Unpaid,CLI-0002,Coal,Low,530,70,37100,EUR
INV-011403,2025-04-02,2025-05-17,45D,,Overdue,CLI-0002,Coal,High,872,96,83712,EUR
INV-009776,2025-03-06,2025-04-20,45D,,Unpaid,CLI-0003,Gold,Low,500,83,41500,USD
INV-014964,2025-04-02,2025-05-17,45D,,Unpaid,CLI-0002,Silver,Medium,168,51,8568,GBP
INV-001446,2025-01-30,2025-03-01,30D,,Unpaid,CLI-0007,Coal,Low,527,86,45322,CAD
INV-014740,2025-07-29,2025-08-28,30D,,Overdue,CLI-0003,Copper,Medium,548,58,31784,EUR
INV-009703,2025-04-20,2025-06-04,45D,2025-05-01,Paid,CLI-0006,Iron,Medium,816,73,59568,AUD
INV-007761,2025-01-21,2025-03-07,45D,2025-01-28,Paid,CLI-0002,Gold,Low,356,60,21360,CAD
INV-012851,2025-02-19,2025-04-05,45D,,Unpaid,CLI-0006,Iron,Medium,472,92,43424,USD
INV-001424,2025-08-17,2025-10-01,45D,,Overdue,CLI-0002,Iron,High,309,64,19776,EUR
INV-001676,2025-06-17,2025-07-17,30D,2025-07-25,Paid,CLI-0002,Gold,High,164,98,16072,EUR
INV-002507,2025-10-10,2025-11-09,30D,,Overdue,CLI-0003,Iron,High,995,71,70645,EUR
INV-006025,2025-07-26,2025-09-09,45D,,Overdue,CLI-0003,Coal,High,774,82,63468,USD
INV-011679,2025-05-18,2025-07-02,45D,,Unpaid,CLI-0003,Coal,High,491,62,30442,CAD
INV-003185,2025-05-09,2025-06-23,45D,,Overdue,CLI-0003,Gold,Medium,616,85,52360,AUD
INV-006758,2025-02-25,2025-03-27,30D,,Overdue,CLI-0004,Coal,Medium,978,96,93888,AUD
INV-017810,2025-06-02,2025-07-02,30D,,Overdue,CLI-0004,Gold,Low,629,81,50949,CAD
INV-007047,2025-01-31,2025-03-17,45D,,Unpaid,CLI-0002,Gold,Low,878,96,84288,AUD
INV-018730,2025-09-22,2025-10-22,30D,2025-11-04,Paid,CLI-0003,Coal,High,541,56,30296,EUR
INV-019024,2025-05-26,2025-06-25,30D,2025-06-26,Paid,CLI-0002,Coal,Medium,475,65,30875,EUR
INV-011907,2025-04-16,2025-05-31,45D,,Unpaid,CLI-0001,Coal,Low,699,53,37047,EUR
INV-006477,2025-08-12,2025-09-11,30D,2025-09-15,Paid,CLI-0002,Coal,Medium,865,78,67470,EUR
INV-013200,2025-09-06,2025-10-21,45D,,Unpaid,CLI-0003,Coal,Low,68,66,4488,CAD
INV-009079,2025-07-27,2025-09-10,45D,,Overdue,CLI-0002,Coal,Medium,676,97,65572,AUD
INV-012354,2025-10-16,2025-11-15,30D,,Overdue,CLI-0003,Coal,Medium,769,57,43833,USD
INV-019397,2025-02-08,2025-03-10,30D,2025-03-07,Paid,CLI-0011,Iron,Medium,994,78,77532,AUD
INV-000576,2025-09-27,2025-10-27,30D,2025-10-04,Paid,CLI-0003,Iron,Low,234,73,17082,AUD
INV-010453,2025-06-07,2025-07-22,45D,,Unpaid,CLI-0013,Coal,Low,199,86,17114,EUR
INV-013344,2025-04-03,2025-05-03,30D,2025-05-12,Paid,CLI-0001,Coal,Low,792,53,41976,GBP
INV-007892,2025-10-14,2025-11-28,45D,,Overdue,CLI-0011,Coal,Low,470,60,28200,EUR
INV-008651,2025-05-29,2025-07-13,45D,,Unpaid,CLI-0004,Silver,Low,545,50,27250,CAD
INV-013008,2025-08-03,2025-09-17,45D,2025-09-10,Paid,CLI-0019,Coal,Low,265,95,25175,GBP
INV-017418,2025-05-06,2025-06-20,45D,2025-05-24,Paid,CLI-0003,Coal,High,744,68,50592,GBP
INV-017428,2025-04-02,2025-05-02,30D,,Unpaid,CLI-0002,Coal,High,762,64,48768,CAD
INV-008585,2025-01-26,2025-03-12,45D,,Overdue,CLI-0004,Nickel,High,610,76,46360,CAD
INV-011059,2025-08-17,2025-10-01,45D,,Unpaid,CLI-0004,Coal,Low,56,88,4928,USD
INV-012463,2025-04-20,2025-05-20,30D,,Overdue,CLI-0004,Coal,Low,540,77,41580,AUD
INV-003304,2025-02-21,2025-03-23,30D,2025-03-06,Paid,CLI-0002,Copper,Low,361,50,18050,GBP
INV-018470,2025-05-09,2025-06-23,45D,,Unpaid,CLI-0002,Copper,Low,346,61,21106,EUR
INV-014489,2025-03-23,2025-05-07,45D,,Unpaid,CLI-0001,Copper,Medium,647,65,42055,USD
INV-011643,2025-09-18,2025-10-18,30D,,Overdue,CLI-0007,Copper,Medium,244,92,22448,CAD
INV-008033,2025-04-06,2025-05-06,30D,2025-05-15,Paid,CLI-0013,Coal,Low,760,55,41800,AUD
INV-015384,2025-07-13,2025-08-12,30D,2025-08-01,Paid,CLI-0002,Gold,High,641,94,60254,GBP
INV-003109,2025-04-10,2025-05-25,45D,2025-05-22,Paid,CLI-0003,Coal,Low,169,85,14365,GBP
INV-019504,2025-10-05,2025-11-19,45D,,Overdue,CLI-0003,Gold,Medium,219,60,13140,CAD
INV-013421,2025-08-21,2025-09-20,30D,,Unpaid,CLI-0013,Gold,High,847,50,42350,CAD
INV-007597,2025-01-20,2025-03-06,45D,,Overdue,CLI-0001,Iron,High,493,92,45356,CAD
INV-011967,2025-08-01,2025-08-31,30D,,Overdue,CLI-0001,Coal,High,964,87,83868,CAD
INV-007854,2025-06-13,2025-07-13,30D,,Overdue,CLI-0002,Iron,High,151,94,14194,AUD
INV-003190,2025-03-15,2025-04-29,45D,,Overdue,CLI-0001,Iron,Medium,143,66,9438,AUD
INV-000243,2025-04-09,2025-05-09,30D,,Overdue,CLI-0001,Silver,Low,752,68,51136,CAD
INV-017586,2025-01-03,2025-02-17,45D,,Overdue,CLI-0002,Coal,Low,824,56,46144,EUR
INV-015874,2025-05-05,2025-06-19,45D,2025-05-07,Paid,CLI-0003,Coal,Medium,128,75,9600,CAD
INV-014216,2025-10-09,2025-11-08,30D,2025-11-10,Paid,CLI-0001,Coal,High,160,86,13760,GBP
INV-005887,2025-02-17,2025-04-03,45D,,Overdue,CLI-0001,Coal,Medium,100,93,9300,AUD
INV-011220,2025-06-16,2025-07-16,30D,2025-07-26,Paid,CLI-0019,Gold,High,169,82,13858,CAD
INV-014732,2025-08-03,2025-09-17,45D,2025-09-10,Paid,CLI-0002,Gold,Low,106,85,9010,AUD
INV-014922,2025-06-03,2025-07-03,30D,,Unpaid,CLI-0003,Copper,Low,145,93,13485,USD
INV-011605,2025-03-30,2025-04-29,30D,,Overdue,CLI-0004,Coal,Low,490,84,41160,EUR
INV-008666,2025-10-21,2025-12-05,45D,,Overdue,CLI-0001,Coal,Medium,865,70,60550,EUR
INV-009080,2025-07-30,2025-09-13,45D,,Overdue,CLI-0001,Diamond,High,720,90,64800,USD
INV-004373,2025-04-01,2025-05-16,45D,,Overdue,CLI-0002,Coal,Low,215,100,21500,CAD
INV-019629,2025-10-22,2025-11-21,30D,,Unpaid,CLI-0002,Coal,Low,267,89,23763,EUR
INV-006444,2025-10-26,2025-11-25,30D,2025-12-10,Paid,CLI-0003,Gold,Low,285,58,16530,USD
INV-008508,2025-04-11,2025-05-26,45D,,Unpaid,CLI-0002,Iron,Low,546,93,50778,GBP
INV-002080,2025-06-26,2025-08-10,45D,2025-08-12,Paid,CLI-0003,Iron,High,464,84,38976,AUD
INV-003586,2025-02-24,2025-03-26,30D,,Overdue,CLI-0001,Coal,Medium,583,64,37312,GBP
INV-004228,2025-03-05,2025-04-19,45D,2025-04-17,Paid,CLI-0003,Coal,Medium,743,63,46809,EUR
INV-003476,2025-10-20,2025-12-04,45D,,Unpaid,CLI-0002,Coal,Medium,422,70,29540,GBP
INV-016075,2025-04-27,2025-05-27,30D,2025-06-08,Paid,CLI-0001,Coal,Low,648,86,55728,AUD
INV-010304,2025-02-09,2025-03-26,45D,2025-03-11,Paid,CLI-0003,Manganese,Medium,388,57,22116,AUD
INV-013206,2025-05-14,2025-06-28,45D,2025-06-09,Paid,CLI-0002,Coal,High,256,55,14080,GBP
INV-001137,2025-04-08,2025-05-08,30D,2025-05-16,Paid,CLI-0003,Copper,High,85,90,7650,EUR
INV-014132,2025-10-22,2025-11-21,30D,,Unpaid,CLI-0003,Coal,Medium,32,71,2272,GBP
INV-009999,2025-06-22,2025-07-22,30D,,Overdue,CLI-0002,Iron,High,969,90,87210,USD
INV-018313,2025-01-20,2025-03-06,45D,,Unpaid,CLI-0003,Coal,Low,429,69,29601,EUR
INV-009016,2025-04-20,2025-06-04,45D,,Overdue,CLI-0013,Coal,Medium,711,86,61146,USD
INV-000254,2025-10-17,2025-12-01,45D,2025-11-19,Paid,CLI-0001,Coal,Low,50,71,3550,USD
INV-002321,2025-07-18,2025-08-17,30D,,Overdue,CLI-0001,Coal,Medium,108,96,10368,CAD
INV-019887,2025-03-25,2025-05-09,45D,,Unpaid,CLI-0003,Coal,Low,38,79,3002,EUR
INV-007068,2025-10-17,2025-12-01,45D,,Overdue,CLI-0002,Iron,High,422,61,25742,CAD
INV-010382,2025-05-16,2025-06-15,30D,2025-07-03,Paid,CLI-0006,Coal,Medium,397,87,34539,GBP
INV-000290,2025-09-09,2025-10-24,45D,2025-09-23,Paid,CLI-0002,Nickel,Low,831,75,62325,CAD
INV-004835,2025-01-10,2025-02-24,45D,2025-01-29,Paid,CLI-0003,Gold,Low,882,97,85554,EUR
INV-019046,2025-10-05,2025-11-19,45D,2025-11-15,Paid,CLI-0002,Coal,Medium,443,80,35440,AUD
INV-008559,2025-08-23,2025-10-07,45D,,Unpaid,CLI-0001,Diamond,Medium,363,56,20328,AUD
INV-014838,2025-09-09,2025-10-09,30D,,Unpaid,CLI-0002,Iron,Medium,878,61,53558,EUR
INV-008395,2025-03-25,2025-05-09,45D,,Unpaid,CLI-0003,Iron,High,209,50,10450,AUD
INV-016009,2025-01-11,2025-02-25,45D,,Overdue,CLI-0002,Coal,Low,660,70,46200,GBP
INV-019836,2025-06-28,2025-08-12,45D,2025-07-12,Paid,CLI-0004,Coal,High,841,90,75690,GBP
INV-014205,2025-02-20,2025-04-06,45D,,Overdue,CLI-0002,Coal,Medium,598,94,56212,CAD
INV-003831,2025-03-31,2025-04-30,30D,,Overdue,CLI-0002,Coal,Medium,292,75,21900,GBP
INV-006338,2025-06-03,2025-07-18,45D,,Overdue,CLI-0004,Coal,Medium,984,62,61008,GBP
INV-008347,2025-01-17,2025-03-03,45D,,Unpaid,CLI-0003,Gold,Low,603,66,39798,EUR
INV-013144,2025-07-14,2025-08-28,45D,2025-07-21,Paid,CLI-0002,Nickel,Medium,163,86,14018,USD
INV-004855,2025-02-09,2025-03-26,45D,,Overdue,CLI-0004,Coal,High,478,95,45410,USD
INV-004847,2025-03-01,2025-03-31,30D,2025-03-28,Paid,CLI-0001,Copper,Low,779,94,73226,EUR
INV-018935,2025-06-07,2025-07-07,30D,2025-06-17,Paid,CLI-0002,Copper,High,261,70,18270,AUD
INV-009215,2025-10-04,2025-11-03,30D,2025-11-14,Paid,CLI-0003,Coal,High,24,86,2064,USD
INV-000358,2025-04-04,2025-05-19,45D,,Overdue,CLI-0004,Coal,High,34,77,2618,AUD
INV-013667,2025-07-24,2025-08-23,30D,,Overdue,CLI-0001,Copper,Medium,979,60,58740,USD
INV-004287,2025-09-22,2025-11-06,45D,,Unpaid,CLI-0001,Iron,Low,770,51,39270,CAD
INV-010469,2025-05-13,2025-06-27,45D,,Overdue,CLI-0001,Coal,High,914,93,85002,CAD
INV-004709,2025-07-15,2025-08-29,45D,,Overdue,CLI-0002,Coal,High,586,67,39262,GBP
INV-001298,2025-04-12,2025-05-12,30D,,Overdue,CLI-0012,Coal,High,932,69,64308,AUD
INV-016314,2025-01-27,2025-02-26,30D,2025-03-05,Paid,CLI-0003,Coal,Low,842,93,78306,USD
INV-013325,2025-01-18,2025-02-17,30D,,Overdue,CLI-0019,Gold,Low,722,81,58482,EUR
INV-005561,2025-09-08,2025-10-23,45D,,Overdue,CLI-0002,Gold,High,738,73,53874,USD
INV-003524,2025-01-08,2025-02-07,30D,,Overdue,CLI-0003,Coal,High,760,90,68400,CAD
INV-002624,2025-07-29,2025-08-28,30D,,Unpaid,CLI-0003,Coal,Medium,703,70,49210,USD
INV-013378,2025-09-13,2025-10-13,30D,2025-09-13,Paid,CLI-0001,Coal,Low,255,80,20400,USD
INV-010276,2025-04-25,2025-05-25,30D,2025-06-01,Paid,CLI-0002,Iron,Low,839,96,80544,GBP
INV-008310,2025-08-10,2025-09-24,45D,2025-09-25,Paid,CLI-0012,Gold,Low,922,98,90356,CAD
INV-011943,2025-05-10,2025-06-09,30D,,Unpaid,CLI-0002,Coal,Low,910,88,80080,CAD
INV-010239,2025-10-29,2025-12-13,45D,2025-12-01,Paid,CLI-0003,Gold,Low,616,69,42504,CAD
INV-011251,2025-06-13,2025-07-13,30D,,Overdue,CLI-0002,Gold,Medium,471,88,41448,CAD
INV-002534,2025-04-23,2025-05-23,30D,,Overdue,CLI-0006,Gold,Medium,351,68,23868,CAD
INV-016267,2025-06-22,2025-08-06,45D,2025-06-23,Paid,CLI-0002,Coal,Medium,517,99,51183,AUD
INV-018152,2025-07-21,2025-09-04,45D,,Overdue,CLI-0002,Copper,High,164,88,14432,EUR
INV-009579,2025-06-25,2025-07-25,30D,,Unpaid,CLI-0004,Coal,Medium,880,98,86240,EUR
INV-004872,2025-04-30,2025-05-30,30D,2025-05-13,Paid,CLI-0003,Coal,Low,258,73,18834,CAD
INV-002613,2025-08-15,2025-09-29,45D,2025-09-30,Paid,CLI-0001,Coal,Medium,26,77,2002,AUD
INV-018041,2025-07-12,2025-08-26,45D,2025-07-13,Paid,CLI-0004,Coal,High,438,85,37230,GBP
INV-008741,2025-03-16,2025-04-30,45D,2025-04-04,Paid,CLI-0017,Coal,Medium,274,82,22468,CAD
INV-002581,2025-07-08,2025-08-07,30D,,Overdue,CLI-0002,Coal,Medium,478,69,32982,CAD
INV-015848,2025-01-02,2025-02-16,45D,,Unpaid,CLI-0003,Gold,High,991,66,65406,CAD
INV-014228,2025-04-02,2025-05-02,30D,2025-05-03,Paid,CLI-0004,Coal,High,770,72,55440,AUD
INV-013381,2025-10-11,2025-11-10,30D,2025-11-02,Paid,CLI-0001,Iron,High,357,52,18564,CAD
INV-011601,2025-01-01,2025-01-31,30D,2025-02-19,Paid,CLI-0003,Gold,Medium,984,77,75768,USD
INV-012910,2025-05-06,2025-06-20,45D,,Unpaid,CLI-0020,Coal,Low,200,76,15200,AUD
INV-016851,2025-02-26,2025-03-28,30D,,Overdue,CLI-0002,Iron,High,745,82,61090,EUR
INV-006411,2025-07-04,2025-08-18,45D,,Unpaid,CLI-0003,Coal,High,582,92,53544,EUR
INV-006098,2025-05-12,2025-06-26,45D,,Unpaid,CLI-0002,Gold,Low,274,75,20550,EUR
INV-000735,2025-02-01,2025-03-03,30D,,Unpaid,CLI-0001,Iron,Low,712,75,53400,EUR
INV-004353,2025-01-13,2025-02-27,45D,,Unpaid,CLI-0002,Coal,High,750,55,41250,AUD
INV-002664,2025-03-17,2025-04-16,30D,,Unpaid,CLI-0002,Iron,Low,899,70,62930,AUD
INV-009946,2025-10-28,2025-12-12,45D,2025-12-04,Paid,CLI-0016,Coal,High,496,88,43648,GBP
INV-004837,2025-07-19,2025-09-02,45D,,Unpaid,CLI-0003,Iron,Low,742,80,59360,AUD
INV-017690,2025-01-21,2025-03-07,45D,2025-03-08,Paid,CLI-0010,Iron,Low,760,87,66120,GBP
INV-008060,2025-04-16,2025-05-31,45D,,Overdue,CLI-0003,Coal,Low,81,100,8100,USD
INV-016579,2025-09-09,2025-10-24,45D,2025-09-24,Paid,CLI-0004,Gold,Medium,452,78,35256,CAD
INV-003830,2025-05-23,2025-07-07,45D,,Unpaid,CLI-0002,Coal,Medium,985,55,54175,USD
INV-003837,2025-06-21,2025-07-21,30D,2025-06-23,Paid,CLI-0003,Coal,Low,582,50,29100,USD
INV-011120,2025-06-21,2025-08-05,45D,,Unpaid,CLI-0003,Coal,High,50,62,3100,EUR
INV-007821,2025-04-16,2025-05-31,45D,,Unpaid,CLI-0001,Coal,Medium,723,54,39042,EUR
INV-006370,2025-06-21,2025-07-21,30D,,Unpaid,CLI-0002,Iron,Medium,244,65,15860,GBP
INV-007554,2025-07-21,2025-08-20,30D,,Overdue,CLI-0001,Silver,Low,854,90,76860,GBP
INV-000400,2025-03-19,2025-05-03,45D,,Overdue,CLI-0005,Coal,Low,19,86,1634,USD
INV-000137,2025-04-07,2025-05-22,45D,,Overdue,CLI-0004,Coal,Low,74,92,6808,EUR
INV-017329,2025-05-09,2025-06-08,30D,2025-06-20,Paid,CLI-0003,Coal,Medium,223,89,19847,GBP
INV-003364,2025-07-31,2025-09-14,45D,,Unpaid,CLI-0013,Coal,Low,727,57,41439,CAD
INV-018554,2025-03-21,2025-04-20,30D,2025-03-26,Paid,CLI-0003,Coal,High,519,91,47229,GBP
INV-010780,2025-05-23,2025-07-07,45D,,Unpaid,CLI-0002,Coal,High,279,82,22878,AUD
INV-010956,2025-03-14,2025-04-28,45D,,Unpaid,CLI-0001,Nickel,Medium,325,99,32175,USD
INV-000025,2025-05-09,2025-06-23,45D,2025-06-28,Paid,CLI-0001,Coal,Low,137,77,10549,AUD
INV-001960,2025-03-24,2025-05-08,45D,,Overdue,CLI-0002,Nickel,High,802,70,56140,AUD
INV-019946,2025-05-13,2025-06-12,30D,,Unpaid,CLI-0020,Iron,Low,789,77,60753,AUD
INV-008054,2025-07-29,2025-08-28,30D,,Unpaid,CLI-0003,Coal,Medium,155,99,15345,EUR
