ExtractionId,SiteId,OreType,OreGrade,ExtractionDate,ShiftType,EquipmentId,QuantityTonnes,ExtractionMethod
EXT-016459,SIT-0002,Coal,Medium,2025-03-27,Daytime,EQP-0363,693,Room and Pillar
EXT-018589,SIT-0002,Copper,High,2025-04-27,Evening,EQP-0086,878,Drift and Fill
EXT-013662,SIT-0002,Silver,Medium,2025-12-25,Evening,EQP-0028,111,Borehole Mining
EXT-017587,SIT-0003,Coal,Medium,2025-11-18,Evening,EQP-0035,521,Top Slicing
EXT-000534,SIT-0004,Coal,Medium,2025-04-28,Evening,EQP-0358,840,Auger Mining
EXT-012498,SIT-0002,Coal,High,2025-03-19,Daytime,EQP-0896,698,Borehole Mining
EXT-014553,SIT-0002,Silver,Medium,2025-06-29,Daytime,EQP-0859,247,Auger Mining
EXT-003720,SIT-0003,Coal,Medium,2025-01-16,Daytime,EQP-0881,681,Borehole Mining
EXT-001961,SIT-0001,Iron,Medium,2025-05-06,Evening,EQP-0309,599,Auger Mining
EXT-010290,SIT-0004,Coal,Medium,2025-08-19,Evening,EQP-0139,507,Sublevel Stoping
EXT-008502,SIT-0003,Iron,High,2025-01-13,Daytime,EQP-0420,25,Drift and Fill
EXT-003657,SIT-0001,Gold,Medium,2025-07-30,Overnight,EQP-0492,642,Drift and Fill
EXT-011669,SIT-0003,Gold,Low,2025-08-12,Overnight,EQP-0949,188,Borehole Mining
EXT-003123,SIT-0001,Copper,High,2025-03-31,Overnight,EQP-0034,1000,Open-pit
EXT-008262,SIT-0002,Coal,High,2025-09-09,Daytime,EQP-0018,276,Sublevel Stoping
EXT-016736,SIT-0004,Coal,Low,2025-07-04,Daytime,EQP-0025,86,Top Slicing
EXT-007098,SIT-0007,Coal,Medium,2025-07-27,Evening,EQP-0967,542,Sublevel Stoping
EXT-015796,SIT-0002,Coal,High,2025-08-12,Evening,EQP-0508,990,Block Caving
EXT-012472,SIT-0003,Diamond,High,2025-07-09,Evening,EQP-0311,909,Sublevel Stoping
EXT-011811,SIT-0009,Gold,High,2025-01-30,Overnight,EQP-0952,171,Underground
EXT-012483,SIT-0002,Coal,Medium,2025-07-28,Daytime,EQP-0936,449,Open-pit
EXT-010151,SIT-0003,Coal,High,2025-02-18,Daytime,EQP-0787,775,Underground
EXT-009379,SIT-0003,Manganese,Medium,2025-12-08,Evening,EQP-0893,158,Room and Pillar
EXT-006856,SIT-0004,Coal,High,2025-04-27,Evening,EQP-0839,979,Underground
EXT-003502,SIT-0003,Coal,Medium,2025-06-15,Overnight,EQP-0996,27,Auger Mining
EXT-016993,SIT-0001,Manganese,Medium,2025-08-18,Daytime,EQP-0690,383,Room and Pillar
EXT-011107,SIT-0009,Iron,Medium,2025-04-03,Daytime,EQP-0162,633,Underground
EXT-016719,SIT-0003,Gold,Medium,2025-09-10,Daytime,EQP-0032,696,Auger Mining
EXT-011563,SIT-0002,Gold,High,2025-11-21,Daytime,EQP-0850,284,Sublevel Stoping
EXT-003539,SIT-0001,Coal,High,2025-03-27,Overnight,EQP-0001,121,Open-pit
EXT-016918,SIT-0002,Coal,Medium,2025-11-02,Overnight,EQP-0856,177,Open-pit
EXT-002721,SIT-0001,Coal,Medium,2025-10-09,Overnight,EQP-0507,531,Underground
EXT-019813,SIT-0003,Coal,Medium,2025-07-26,Evening,EQP-0531,767,Room and Pillar
EXT-003562,SIT-0004,Coal,High,2025-02-12,Evening,EQP-0415,360,Block Caving
EXT-000549,SIT-0004,Coal,Medium,2025-05-14,Evening,EQP-0212,92,Sublevel Stoping
EXT-015386,SIT-0002,Coal,Medium,2025-10-25,Daytime,EQP-0641,768,Sublevel Stoping
EXT-018429,SIT-0007,Coal,Low,2025-05-13,Daytime,EQP-0931,812,Drift and Fill
EXT-006697,SIT-0009,Copper,Low,2025-01-01,Daytime,EQP-0609,265,Longwall
EXT-008861,SIT-0001,Iron,Medium,2025-05-19,Evening,EQP-0287,323,Open-pit
EXT-005559,SIT-0004,Nickel,Medium,2025-04-09,Overnight,EQP-0325,675,Open-pit
EXT-003492,SIT-0002,Coal,Medium,2025-08-05,Daytime,EQP-0253,879,Open-pit
EXT-002116,SIT-0007,Iron,Medium,2025-04-30,Overnight,EQP-0981,581,Longwall
EXT-004805,SIT-0003,Coal,High,2025-10-07,Evening,EQP-0815,685,Auger Mining
EXT-001433,SIT-0008,Coal,Medium,2025-12-28,Overnight,EQP-0685,744,Block Caving
EXT-015763,SIT-0004,Silver,Medium,2025-08-08,Overnight,EQP-0103,488,Top Slicing
EXT-014363,SIT-0004,Coal,Medium,2025-09-18,Evening,EQP-0034,406,Open-pit
EXT-016347,SIT-0002,Coal,High,2025-03-29,Evening,EQP-0852,389,Block Caving
EXT-012187,SIT-0001,Coal,High,2025-07-27,Daytime,EQP-0326,57,Block Caving
EXT-002121,SIT-0001,Silver,Medium,2025-06-12,Daytime,EQP-0575,147,Open-pit
EXT-010716,SIT-0002,Gold,Low,2025-05-17,Daytime,EQP-0186,126,Block Caving
EXT-014273,SIT-0002,Coal,Medium,2025-02-21,Daytime,EQP-0801,463,Longwall
EXT-008699,SIT-0010,Coal,High,2025-02-02,Daytime,EQP-0914,360,Sublevel Stoping
EXT-001802,SIT-0003,Coal,Medium,2025-11-18,Daytime,EQP-0674,397,Underground
EXT-015090,SIT-0007,Coal,Medium,2025-03-23,Evening,EQP-0695,926,Drift and Fill
EXT-014198,SIT-0002,Coal,Medium,2025-10-02,Evening,EQP-0491,144,Room and Pillar
EXT-000769,SIT-0001,Coal,Medium,2025-05-24,Daytime,EQP-0786,898,Room and Pillar
EXT-001951,SIT-0003,Iron,High,2025-08-16,Overnight,EQP-0831,115,Auger Mining
EXT-002407,SIT-0001,Coal,Low,2025-05-09,Overnight,EQP-0519,350,Room and Pillar
EXT-006179,SIT-0002,Coal,Medium,2025-02-15,Overnight,EQP-0015,113,Underground
EXT-012944,SIT-0002,Coal,Medium,2025-08-25,Daytime,EQP-0800,531,Underground
EXT-004999,SIT-0001,Silver,Medium,2025-12-25,Evening,EQP-0272,882,Auger Mining
EXT-000499,SIT-0010,Coal,High,2025-05-23,Evening,EQP-0791,245,Underground
EXT-017383,SIT-0002,Copper,High,2025-08-06,Daytime,EQP-0985,793,Drift and Fill
EXT-001679,SIT-0004,Nickel,High,2025-05-29,Evening,EQP-0893,11,Underground
EXT-014687,SIT-0009,Coal,High,2025-05-12,Evening,EQP-0325,36,Room and Pillar
EXT-009948,SIT-0003,Nickel,High,2025-03-03,Evening,EQP-0223,665,Open-pit
EXT-011910,SIT-0004,Gold,Medium,2025-11-25,Daytime,EQP-0887,404,Open-pit
EXT-009973,SIT-0009,Iron,Medium,2025-05-09,Daytime,EQP-0944,775,Open-pit
EXT-008343,SIT-0006,Coal,Medium,2025-12-24,Daytime,EQP-0860,327,Block Caving
EXT-009216,SIT-0001,Iron,Low,2025-08-12,Overnight,EQP-0782,427,Block Caving
EXT-000202,SIT-0003,Coal,High,2025-09-03,Daytime,EQP-0910,178,Underground
EXT-019539,SIT-0004,Coal,High,2025-10-10,Evening,EQP-0045,480,Auger Mining
EXT-018647,SIT-0004,Coal,Medium,2025-08-17,Daytime,EQP-0590,742,Underground
EXT-000132,SIT-0002,Manganese,Medium,2025-09-20,Daytime,EQP-0308,471,Open-pit
EXT-017567,SIT-0004,Coal,Medium,2025-10-04,Overnight,EQP-0485,672,Drift and Fill
EXT-007170,SIT-0002,Nickel,Medium,2025-05-17,Evening,EQP-0938,867,Room and Pillar
EXT-019000,SIT-0004,Silver,Medium,2025-01-23,Daytime,EQP-0437,500,Longwall
EXT-017588,SIT-0003,Iron,High,2025-10-11,Daytime,EQP-0298,422,Block Caving
EXT-009755,SIT-0003,Silver,High,2025-12-29,Overnight,EQP-0676,340,Underground
EXT-014064,SIT-0002,Copper,Medium,2025-11-16,Daytime,EQP-0919,393,Top Slicing
EXT-002969,SIT-0001,Coal,Low,2025-12-16,Overnight,EQP-0045,802,Sublevel Stoping
EXT-008365,SIT-0003,Coal,Medium,2025-04-15,Evening,EQP-0348,152,Open-pit
EXT-014939,SIT-0002,Coal,Medium,2025-01-14,Overnight,EQP-0544,754,Top Slicing
EXT-016908,SIT-0009,Coal,Medium,2025-01-10,Evening,EQP-0830,408,Open-pit
EXT-019764,SIT-0001,Silver,Medium,2025-12-02,Evening,EQP-0362,755,Sublevel Stoping
EXT-017021,SIT-0004,Coal,Medium,2025-12-22,Evening,EQP-0402,109,Borehole Mining
EXT-002735,SIT-0002,Copper,Medium,2025-11-24,Evening,EQP-0129,478,Block Caving
EXT-001956,SIT-0008,Gold,Low,2025-08-28,Evening,EQP-0179,309,Underground
EXT-009024,SIT-0006,Iron,Medium,2025-08-16,Daytime,EQP-0564,607,Underground
EXT-002375,SIT-0002,Coal,High,2025-09-15,Evening,EQP-0927,965,Longwall
EXT-007764,SIT-0001,Gold,Low,2025-08-20,Evening,EQP-0094,355,Borehole Mining
EXT-016415,SIT-0003,Gold,Medium,2025-10-28,Daytime,EQP-0861,774,Sublevel Stoping
EXT-000166,SIT-0002,Coal,High,2025-09-15,Daytime,EQP-0903,326,Borehole Mining
EXT-019858,SIT-0009,Coal,Low,2025-08-05,Daytime,EQP-0685,763,Sublevel Stoping
EXT-000555,SIT-0002,Iron,High,2025-07-14,Evening,EQP-0744,319,Auger Mining
EXT-013062,SIT-0001,Silver,Medium,2025-06-13,Daytime,EQP-0687,661,Block Caving
EXT-012172,SIT-0010,Iron,Medium,2025-12-12,Daytime,EQP-0520,33,Underground
EXT-001945,SIT-0001,Coal,High,2025-11-21,Evening,EQP-0874,928,Top Slicing
EXT-004257,SIT-0001,Coal,High,2025-03-07,Overnight,EQP-0894,994,Underground
EXT-004226,SIT-0004,Copper,Medium,2025-08-16,Overnight,EQP-0857,409,Borehole Mining
EXT-014635,SIT-0006,Gold,Medium,2025-10-02,Overnight,EQP-0484,851,Room and Pillar
EXT-017788,SIT-0001,Coal,Medium,2025-04-12,Overnight,EQP-0644,276,Longwall
EXT-013248,SIT-0003,Iron,Low,2025-08-10,Evening,EQP-0313,112,Top Slicing
EXT-018652,SIT-0003,Coal,Medium,2025-01-02,Overnight,EQP-0492,57,Underground
EXT-013879,SIT-0002,Copper,Medium,2025-03-04,Evening,EQP-0078,667,Longwall
EXT-016633,SIT-0007,Iron,Medium,2025-07-03,Overnight,EQP-0886,479,Room and Pillar
EXT-009112,SIT-0001,Iron,Medium,2025-04-05,Overnight,EQP-0861,156,Sublevel Stoping
EXT-007154,SIT-0002,Coal,Medium,2025-05-06,Daytime,EQP-0345,790,Auger Mining
EXT-014520,SIT-0003,Gold,Medium,2025-03-15,Daytime,EQP-0495,669,Auger Mining
EXT-013720,SIT-0003,Coal,Medium,2025-07-15,Daytime,EQP-0137,666,Drift and Fill
EXT-007277,SIT-0001,Coal,Low,2025-06-17,Overnight,EQP-0823,929,Underground
EXT-012197,SIT-0004,Coal,Medium,2025-02-28,Evening,EQP-0584,68,Longwall
EXT-009747,SIT-0002,Gold,Medium,2025-02-17,Daytime,EQP-0585,465,Open-pit
EXT-008901,SIT-0002,Coal,High,2025-07-07,Evening,EQP-0760,112,Open-pit
EXT-013393,SIT-0004,Coal,Medium,2025-03-19,Overnight,EQP-0947,47,Underground
EXT-014970,SIT-0003,Coal,Medium,2025-12-10,Overnight,EQP-0750,935,Sublevel Stoping
EXT-006851,SIT-0004,Gold,Medium,2025-04-03,Evening,EQP-0719,884,Top Slicing
EXT-019281,SIT-0002,Nickel,Medium,2025-08-29,Overnight,EQP-0384,561,Auger Mining
EXT-014062,SIT-0002,Iron,High,2025-08-26,Evening,EQP-0901,414,Block Caving
EXT-002000,SIT-0003,Silver,Medium,2025-06-17,Overnight,EQP-0569,945,Open-pit
EXT-019531,SIT-0004,Iron,Medium,2025-12-02,Evening,EQP-0650,506,Borehole Mining
EXT-010339,SIT-0003,Gold,Medium,2025-06-08,Daytime,EQP-0140,633,Sublevel Stoping
EXT-010672,SIT-0004,Silver,Medium,2025-04-13,Overnight,EQP-0485,826,Drift and Fill
EXT-013392,SIT-0009,Coal,High,2025-05-04,Evening,EQP-0257,50,Block Caving
EXT-009221,SIT-0003,Coal,Medium,2025-10-24,Daytime,EQP-0791,880,Sublevel Stoping
EXT-015572,SIT-0001,Coal,High,2025-04-10,Daytime,EQP-0744,372,Underground
EXT-010799,SIT-0001,Nickel,Medium,2025-08-04,Evening,EQP-0847,34,Room and Pillar
EXT-015313,SIT-0001,Coal,High,2025-04-03,Overnight,EQP-0914,132,Borehole Mining
EXT-008200,SIT-0009,Coal,High,2025-08-28,Overnight,EQP-0663,144,Longwall
EXT-011127,SIT-0002,Coal,Low,2025-12-28,Daytime,EQP-0632,113,Sublevel Stoping
EXT-013714,SIT-0001,Copper,Medium,2025-01-11,Evening,EQP-0259,509,Block Caving
EXT-000338,SIT-0003,Nickel,Low,2025-09-30,Overnight,EQP-0862,424,Longwall
EXT-016375,SIT-0004,Coal,Medium,2025-05-31,Daytime,EQP-0712,790,Block Caving
EXT-006670,SIT-0002,Coal,High,2025-07-01,Daytime,EQP-0204,395,Auger Mining
EXT-005849,SIT-0002,Coal,High,2025-01-09,Daytime,EQP-0431,856,Block Caving
EXT-017271,SIT-0004,Coal,Medium,2025-05-06,Evening,EQP-0052,412,Block Caving
EXT-011775,SIT-0004,Nickel,Medium,2025-09-12,Daytime,EQP-0776,206,Longwall
EXT-003359,SIT-0003,Coal,Medium,2025-02-08,Overnight,EQP-0986,682,Borehole Mining
EXT-005398,SIT-0002,Coal,High,2025-03-20,Evening,EQP-0924,85,Auger Mining
EXT-007138,SIT-0004,Coal,Low,2025-06-04,Daytime,EQP-0325,896,Underground
EXT-001786,SIT-0007,Copper,Medium,2025-06-16,Daytime,EQP-0136,112,Drift and Fill
EXT-000750,SIT-0008,Iron,Medium,2025-06-24,Evening,EQP-0569,268,Underground
EXT-011872,SIT-0001,Coal,Low,2025-03-30,Daytime,EQP-0873,937,Block Caving
EXT-013385,SIT-0002,Silver,Medium,2025-05-07,Evening,EQP-0097,947,Drift and Fill
EXT-017746,SIT-0004,Coal,Low,2025-10-30,Daytime,EQP-0163,938,Room and Pillar
EXT-005017,SIT-0002,Copper,Medium,2025-10-01,Overnight,EQP-0566,854,Sublevel Stoping
EXT-004477,SIT-0002,Coal,Medium,2025-11-04,Overnight,EQP-0367,133,Longwall
EXT-017132,SIT-0003,Iron,High,2025-10-27,Evening,EQP-0403,692,Block Caving
EXT-009966,SIT-0002,Iron,Medium,2025-07-10,Daytime,EQP-0832,55,Borehole Mining
EXT-014225,SIT-0003,Nickel,High,2025-11-05,Evening,EQP-0634,322,Borehole Mining
EXT-006273,SIT-0010,Nickel,High,2025-08-28,Overnight,EQP-0343,80,Longwall
EXT-009494,SIT-0003,Iron,Medium,2025-12-10,Evening,EQP-0028,68,Drift and Fill
EXT-014050,SIT-0003,Iron,Low,2025-03-05,Overnight,EQP-0526,47,Auger Mining
EXT-017261,SIT-0001,Coal,Medium,2025-09-30,Daytime,EQP-0291,475,Underground
EXT-002050,SIT-0003,Coal,High,2025-10-06,Evening,EQP-0339,688,Drift and Fill
EXT-000273,SIT-0002,Copper,High,2025-03-12,Evening,EQP-0801,832,Borehole Mining
EXT-014012,SIT-0005,Coal,Medium,2025-10-29,Overnight,EQP-0502,341,Top Slicing
EXT-002834,SIT-0003,Coal,High,2025-04-29,Evening,EQP-0866,668,Top Slicing
EXT-000692,SIT-0005,Gold,Medium,2025-03-29,Overnight,EQP-0007,986,Borehole Mining
EXT-018924,SIT-0003,Manganese,Medium,2025-11-15,Overnight,EQP-0263,730,Open-pit
EXT-009957,SIT-0002,Coal,High,2025-07-01,Overnight,EQP-0056,494,Sublevel Stoping
EXT-005966,SIT-0001,Iron,Medium,2025-09-19,Daytime,EQP-0154,496,Block Caving
EXT-008681,SIT-0002,Gold,High,2025-01-27,Daytime,EQP-0495,439,Underground
EXT-018085,SIT-0002,Coal,High,2025-07-02,Daytime,EQP-0762,749,Open-pit
EXT-019237,SIT-0003,Coal,Medium,2025-06-30,Evening,EQP-0012,853,Borehole Mining
EXT-003322,SIT-0010,Coal,Medium,2025-10-26,Evening,EQP-0324,640,Room and Pillar
EXT-006572,SIT-0003,Coal,Medium,2025-06-12,Daytime,EQP-0758,727,Top Slicing
EXT-000995,SIT-0002,Coal,High,2025-02-05,Evening,EQP-0153,465,Underground
EXT-005851,SIT-0004,Iron,Medium,2025-10-23,Overnight,EQP-0585,545,Underground
EXT-012503,SIT-0002,Iron,Medium,2025-06-20,Evening,EQP-0203,733,Underground
EXT-018168,SIT-0010,Silver,High,2025-05-22,Daytime,EQP-0499,262,Top Slicing
EXT-018779,SIT-0003,Copper,High,2025-11-05,Evening,EQP-0358,63,Auger Mining
EXT-010776,SIT-0003,Coal,Medium,2025-11-09,Daytime,EQP-0824,962,Room and Pillar
EXT-010766,SIT-0002,Copper,High,2025-12-22,Evening,EQP-0467,537,Longwall
EXT-007506,SIT-0002,Coal,Medium,2025-01-21,Daytime,EQP-0398,100,Drift and Fill
EXT-009311,SIT-0003,Coal,High,2025-12-04,Overnight,EQP-0468,870,Open-pit
EXT-009835,SIT-0002,Gold,Medium,2025-10-31,Evening,EQP-0524,301,Drift and Fill
EXT-006596,SIT-0002,Iron,Medium,2025-07-06,Daytime,EQP-0257,197,Drift and Fill
EXT-014714,SIT-0002,Coal,High,2025-08-18,Daytime,EQP-0539,224,Room and Pillar
EXT-004151,SIT-0002,Coal,Medium,2025-08-02,Evening,EQP-0257,925,Room and Pillar
EXT-009853,SIT-0002,Coal,Medium,2025-10-30,Daytime,EQP-0453,204,Top Slicing
EXT-009646,SIT-0007,Coal,Medium,2025-10-19,Overnight,EQP-0980,665,Longwall
EXT-001807,SIT-0001,Coal,High,2025-05-27,Daytime,EQP-0404,810,Block Caving
EXT-012243,SIT-0002,Iron,High,2025-12-23,Overnight,EQP-0327,589,Borehole Mining
EXT-013935,SIT-0004,Nickel,High,2025-12-06,Overnight,EQP-0058,751,Block Caving
EXT-014893,SIT-0005,Coal,Medium,2025-12-25,Overnight,EQP-0181,909,Longwall
EXT-016097,SIT-0003,Nickel,Medium,2025-02-08,Daytime,EQP-0650,552,Drift and Fill
EXT-010421,SIT-0001,Nickel,Low,2025-02-26,Overnight,EQP-0544,674,Drift and Fill
EXT-010774,SIT-0002,Coal,Low,2025-02-19,Daytime,EQP-0263,465,Auger Mining
EXT-009055,SIT-0003,Coal,High,2025-10-23,Evening,EQP-0561,996,Underground
EXT-009526,SIT-0001,Iron,High,2025-11-11,Daytime,EQP-0200,266,Borehole Mining
EXT-014822,SIT-0002,Silver,Medium,2025-03-12,Daytime,EQP-0110,889,Sublevel Stoping
EXT-006631,SIT-0007,Iron,Low,2025-06-22,Overnight,EQP-0099,955,Room and Pillar
EXT-013217,SIT-0001,Iron,Medium,2025-02-07,Overnight,EQP-0148,349,Block Caving
EXT-002282,SIT-0001,Diamond,Medium,2025-05-21,Evening,EQP-0308,328,Longwall
EXT-012697,SIT-0004,Copper,Medium,2025-11-19,Overnight,EQP-0750,751,Drift and Fill
EXT-015137,SIT-0003,Copper,High,2025-10-20,Daytime,EQP-0828,140,Underground
EXT-001323,SIT-0003,Iron,High,2025-03-11,Overnight,EQP-0850,505,Block Caving
EXT-012226,SIT-0002,Coal,High,2025-06-25,Daytime,EQP-0063,547,Underground
EXT-012052,SIT-0003,Coal,High,2025-05-14,Evening,EQP-0379,716,Top Slicing
EXT-004975,SIT-0003,Diamond,Medium,2025-07-31,Overnight,EQP-0466,214,Auger Mining
EXT-017507,SIT-0001,Coal,High,2025-03-17,Evening,EQP-0589,943,Top Slicing
EXT-010113,SIT-0004,Diamond,Medium,2025-01-21,Daytime,EQP-0647,865,Auger Mining
EXT-000045,SIT-0004,Copper,High,2025-06-23,Evening,EQP-0630,771,Longwall
EXT-008156,SIT-0001,Coal,Medium,2025-07-19,Overnight,EQP-0731,648,Longwall
EXT-019129,SIT-0003,Iron,Medium,2025-10-14,Evening,EQP-0799,671,Borehole Mining
EXT-008577,SIT-0003,Coal,High,2025-06-11,Daytime,EQP-0453,840,Auger Mining
EXT-004656,SIT-0004,Coal,Medium,2025-01-29,Overnight,EQP-0551,318,Room and Pillar
EXT-003327,SIT-0001,Nickel,Medium,2025-08-04,Evening,EQP-0439,440,Drift and Fill
EXT-014399,SIT-0003,Nickel,Low,2025-04-15,Daytime,EQP-0565,807,Open-pit
EXT-009941,SIT-0001,Coal,High,2025-01-23,Evening,EQP-0818,919,Open-pit
EXT-018045,SIT-0004,Silver,Medium,2025-09-18,Evening,EQP-0419,218,Top Slicing
EXT-008439,SIT-0003,Coal,Medium,2025-02-20,Evening,EQP-0781,339,Open-pit
EXT-012056,SIT-0004,Coal,Medium,2025-09-16,Evening,EQP-0571,942,Drift and Fill
EXT-018791,SIT-0002,Manganese,Low,2025-07-12,Daytime,EQP-0014,557,Room and Pillar
EXT-019896,SIT-0002,Gold,Medium,2025-05-04,Evening,EQP-0238,142,Drift and Fill
EXT-005935,SIT-0004,Coal,Low,2025-01-06,Daytime,EQP-0266,608,Drift and Fill
EXT-013532,SIT-0001,Coal,Medium,2025-02-16,Evening,EQP-0607,525,Room and Pillar
EXT-012685,SIT-0003,Iron,Low,2025-05-07,Overnight,EQP-0806,281,Open-pit
EXT-011855,SIT-0001,Gold,Medium,2025-02-25,Evening,EQP-0813,166,Block Caving
EXT-016114,SIT-0003,Coal,Medium,2025-07-21,Overnight,EQP-0798,293,Borehole Mining
EXT-019633,SIT-0002,Iron,Low,2025-03-18,Daytime,EQP-0701,32,Top Slicing
EXT-003445,SIT-0009,Coal,Medium,2025-01-12,Overnight,EQP-0554,620,Longwall
EXT-005122,SIT-0003,Coal,Medium,2025-01-07,Overnight,EQP-0639,42,Block Caving
EXT-012015,SIT-0004,Coal,High,2025-10-04,Overnight,EQP-0296,502,Room and Pillar
EXT-016685,SIT-0003,Coal,High,2025-10-11,Evening,EQP-0130,938,Longwall
EXT-001674,SIT-0003,Coal,High,2025-04-27,Daytime,EQP-0191,681,Open-pit
EXT-017516,SIT-0003,Coal,Low,2025-07-31,Overnight,EQP-0346,450,Sublevel Stoping
EXT-008252,SIT-0003,Coal,Medium,2025-02-22,Evening,EQP-0740,211,Room and Pillar
EXT-011477,SIT-0002,Iron,High,2025-08-29,Evening,EQP-0998,918,Longwall
EXT-016223,SIT-0003,Coal,Low,2025-04-17,Overnight,EQP-0934,246,Longwall
EXT-018913,SIT-0002,Coal,Medium,2025-12-20,Overnight,EQP-0097,618,Longwall
EXT-017696,SIT-0002,Coal,Medium,2025-03-05,Evening,EQP-0128,775,Longwall
EXT-011906,SIT-0003,Coal,High,2025-10-03,Overnight,EQP-0278,215,Block Caving
EXT-018919,SIT-0002,Coal,Low,2025-01-09,Daytime,EQP-0252,888,Drift and Fill
EXT-016846,SIT-0001,Coal,Medium,2025-07-31,Overnight,EQP-0112,600,Borehole Mining
EXT-010285,SIT-0001,Coal,Medium,2025-11-07,Daytime,EQP-0717,920,Top Slicing
EXT-003599,SIT-0001,Iron,High,2025-06-16,Daytime,EQP-0298,848,Borehole Mining
EXT-005574,SIT-0007,Silver,High,2025-05-15,Evening,EQP-0004,542,Drift and Fill
EXT-005474,SIT-0004,Copper,Medium,2025-03-31,Evening,EQP-0701,69,Underground
EXT-011611,SIT-0003,Coal,High,2025-10-09,Evening,EQP-0517,924,Top Slicing
EXT-005699,SIT-0001,Iron,Medium,2025-03-07,Evening,EQP-0685,447,Block Caving
EXT-006054,SIT-0002,Copper,Medium,2025-09-10,Overnight,EQP-0713,160,Drift and Fill
EXT-012031,SIT-0002,Gold,Low,2025-05-06,Overnight,EQP-0573,140,Drift and Fill
EXT-005121,SIT-0008,Silver,High,2025-03-22,Overnight,EQP-0904,664,Underground
EXT-016565,SIT-0004,Coal,Medium,2025-05-20,Overnight,EQP-0631,408,Sublevel Stoping
EXT-001378,SIT-0003,Gold,Medium,2025-05-19,Evening,EQP-0832,125,Drift and Fill
EXT-004171,SIT-0010,Coal,Medium,2025-10-29,Daytime,EQP-0023,843,Underground
EXT-005613,SIT-0002,Gold,Medium,2025-07-06,Daytime,EQP-0404,740,Borehole Mining
EXT-013651,SIT-0001,Coal,High,2025-03-27,Overnight,EQP-0115,507,Auger Mining
EXT-018930,SIT-0003,Gold,Medium,2025-08-30,Daytime,EQP-0968,538,Auger Mining
EXT-010439,SIT-0009,Gold,High,2025-09-07,Overnight,EQP-0840,140,Drift and Fill
EXT-018189,SIT-0001,Gold,Low,2025-08-03,Daytime,EQP-0332,438,Sublevel Stoping
EXT-002489,SIT-0002,Coal,Low,2025-05-18,Daytime,EQP-0579,786,Underground
EXT-018333,SIT-0001,Iron,Medium,2025-02-12,Overnight,EQP-0408,908,Drift and Fill
EXT-009581,SIT-0003,Coal,High,2025-07-26,Daytime,EQP-0308,187,Top Slicing
EXT-006491,SIT-0004,Iron,Medium,2025-02-05,Daytime,EQP-0292,369,Auger Mining
EXT-003617,SIT-0003,Coal,Medium,2025-02-05,Evening,EQP-0620,616,Block Caving
EXT-009978,SIT-0010,Gold,Medium,2025-12-15,Overnight,EQP-0234,205,Sublevel Stoping
EXT-015812,SIT-0002,Manganese,Low,2025-07-08,Overnight,EQP-0293,489,Open-pit
EXT-003767,SIT-0003,Coal,High,2025-01-29,Evening,EQP-0611,539,Room and Pillar
EXT-004409,SIT-0008,Coal,High,2025-01-27,Overnight,EQP-0543,288,Block Caving
EXT-007339,SIT-0002,Coal,Low,2025-10-08,Daytime,EQP-0907,933,Top Slicing
EXT-016422,SIT-0002,Coal,High,2025-03-13,Overnight,EQP-0294,304,Longwall
EXT-002120,SIT-0003,Coal,Medium,2025-01-12,Evening,EQP-0426,61,Open-pit
EXT-004664,SIT-0001,Coal,Medium,2025-11-03,Daytime,EQP-0295,616,Auger Mining
EXT-002269,SIT-0002,Iron,High,2025-04-23,Daytime,EQP-0796,621,Sublevel Stoping
EXT-004523,SIT-0009,Gold,Medium,2025-04-20,Daytime,EQP-0260,549,Drift and Fill
EXT-015242,SIT-0002,Iron,Medium,2025-01-24,Daytime,EQP-0552,897,Top Slicing
EXT-013010,SIT-0003,Coal,Medium,2025-02-20,Daytime,EQP-0489,572,Sublevel Stoping
EXT-003916,SIT-0001,Coal,High,2025-08-01,Evening,EQP-0623,345,Top Slicing
EXT-016392,SIT-0003,Coal,Medium,2025-04-02,Overnight,EQP-0122,929,Open-pit
EXT-005464,SIT-0001,Copper,Medium,2025-07-05,Overnight,EQP-0430,310,Drift and Fill
EXT-016753,SIT-0002,Coal,High,2025-05-09,Overnight,EQP-0527,271,Room and Pillar
EXT-010256,SIT-0001,Manganese,Medium,2025-03-05,Overnight,EQP-0903,222,Top Slicing
EXT-015706,SIT-0003,Coal,High,2025-03-26,Overnight,EQP-0155,39,Block Caving
EXT-011383,SIT-0004,Coal,Medium,2025-10-12,Daytime,EQP-0982,846,Drift and Fill
EXT-007394,SIT-0001,Coal,Medium,2025-03-16,Evening,EQP-0536,300,Borehole Mining
EXT-010441,SIT-0004,Coal,Medium,2025-11-19,Overnight,EQP-0003,522,Longwall
EXT-000976,SIT-0005,Coal,Medium,2025-01-27,Daytime,EQP-0187,492,Open-pit
EXT-014619,SIT-0010,Coal,Medium,2025-08-10,Daytime,EQP-0703,712,Open-pit
EXT-014265,SIT-0002,Iron,Medium,2025-06-10,Overnight,EQP-0846,747,Longwall
EXT-007983,SIT-0003,Silver,Medium,2025-12-18,Overnight,EQP-0836,426,Underground
EXT-003545,SIT-0004,Coal,High,2025-01-19,Evening,EQP-0620,344,Drift and Fill
EXT-003735,SIT-0002,Coal,Medium,2025-01-28,Evening,EQP-0008,156,Sublevel Stoping
